alias_id,violation_id,alias_text,alias_type
ND100_61_4_a_1186_a0,ND100_61_4_a_1186,"Thực hiện hành vi quy định tại điểm a khoản 1 Điều 61 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không có hoặc có không đầy đủ theo quy định trên tàu hàng về: thiết bị, dụng cụ, vật liệu chữa cháy; thuốc sơ, cấp cứu; dụng cụ chèn tàu; tín hiệu cầm tay;)",canonical
ND100_62_2_1187_a0,ND100_62_2_1187,"Sử dụng bằng, chứng chỉ, Giấy phép lái tàu giả hoặc không có Giấy phép lái tàu",canonical
ND100_62_1_1188_a0,ND100_62_1_1188,"Điều khiển phương tiện không mang, sử dụng GPLT quá hạn hoặc không phù hợp",canonical
ND100_63_1_1189_a0,ND100_63_1_1189,Có nồng độ cồn khi làm nhiệm vụ nhưng chưa vượt quá mức quy định,canonical
ND100_61_4_d_1190_a0,ND100_61_4_d_1190,"Thực hiện hành vi quy định tại điểm b khoản 3 Điều 61 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không có thiết bị đo tốc độ tàu, thiết bị thông tin liên lạc giữa trưởng tàu và lái tàu tại vị trí làm việc của trưởng tàu theo quy định hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định.)",canonical
ND100_63_3_a_1191_a0,ND100_63_3_a_1191,Nồng độ cồn vượt quá mức quy định khi làm nhiệm vụ,canonical
ND100_63_2_1192_a0,ND100_63_2_1192,"Có nồng độ cồn vượt quá 50-80 mg/100 ml máu hoặc 0,25-0,4 mg/l khí thở khi làm nhiệm vụ",canonical
ND100_64_1_1193_a0,ND100_64_1_1193,"Không mặc đồng phục, không đeo phù hiệu, cấp hiệu, biển chức danh khi làm nhiệm vụ",canonical
ND100_63_3_b_1194_a0,ND100_63_3_b_1194,"Không chấp hành yêu cầu kiểm tra nồng độ cồn, chất kích thích",canonical
ND100_63_3_c_1195_a0,ND100_63_3_c_1195,Có chất kích thích khác trong cơ thể khi làm nhiệm vụ,canonical
ND100_64_2_đ_1196_a0,ND100_64_2_đ_1196,Không tuân thủ quy trình tác nghiệp,canonical
ND100_64_2_b_1197_a0,ND100_64_2_b_1197,Để người đi trên tàu hàng trái quy định,canonical
ND100_64_2_a_1198_a0,ND100_64_2_a_1198,"Để người đi, đứng, nằm, ngồi, đu bám ở các vị trí nguy hiểm trên tàu",canonical
ND100_64_2_d_1199_a0,ND100_64_2_d_1199,"Không kiểm tra, phát hiện hư hỏng hoặc không xử lý, báo cáo",canonical
ND100_64_2_c_1200_a0,ND100_64_2_c_1200,Để người hoặc hàng hóa không đúng quy định trên tàu đang chạy,canonical
ND100_65_2_a_1201_a0,ND100_65_2_a_1201,Vận chuyển hàng hóa vượt tải trọng cho phép của toa xe trên 5% đến 40%,canonical
ND100_64_3_1202_a0,ND100_64_3_1202,hành vi vi phạm quy định tại điểm đ khoản 2 Điều 64 Nghị định số 100/2019/NĐ-CP (Cụ thể: Nhân viên đường sắt không tuân thủ quy trình tác nghiệp.),canonical
ND100_65_1_1203_a0,ND100_65_1_1203,Bán vé vượt quá số chỗ công bố trên toa xe,canonical
ND100_64_4_1204_a0,ND100_64_4_1204,"hành vi vi phạm quy định tại điểm a khoản 2 Điều 64 Nghị định số 100/2019/NĐ-CP (Cụ thể: Trưởng tàu để người đi, đứng, nằm, ngồi trên nóc toa xe, đu bám ngoài thành toa xe, đầu máy, chỗ nối hai đầu toa xe)",canonical
ND100_65_2_b_1205_a0,ND100_65_2_b_1205,Khai thác phương tiện đường sắt vượt tải trọng cầu đường đến 10%,canonical
ND100_65_4_a_1206_a0,ND100_65_4_a_1206,Vận chuyển hàng hóa vượt tải trọng cho phép của toa xe trên 100%,canonical
ND100_65_2_c_1207_a0,ND100_65_2_c_1207,"Không công bố công khai phương án bán ghế phụ, chuyển đổi giường nằm dịp cao điểm",canonical
ND100_65_3_a_1208_a0,ND100_65_3_a_1208,Vận chuyển hàng hóa vượt tải trọng toa xe trên 40% đến 100%,canonical
ND100_65_3_b_1209_a0,ND100_65_3_b_1209,Đưa vào khai thác phương tiện đường sắt vượt tải trọng cầu đường trên 10% đến 20%,canonical
ND100_65_4_b_1210_a0,ND100_65_4_b_1210,Khai thác phương tiện đường sắt vượt tải trọng cầu đường trên 20%,canonical
ND100_66_2_a_1211_a0,ND100_66_2_a_1211,Rời vị trí lái máy khi đầu máy đang hoạt động,canonical
ND100_66_2_b_1212_a0,ND100_66_2_b_1212,Chở người không có trách nhiệm hoặc hàng hóa trên đầu máy,canonical
ND100_66_1_1213_a0,ND100_66_1_1213,"Không thực hiện đúng chế độ hô đáp, giám sát tốc độ, quan sát tín hiệu",canonical
ND100_66_2_c_1214_a0,ND100_66_2_c_1214,Làm mất tác dụng của thiết bị cảnh báo tỉnh táo khi lái tàu,canonical
ND100_65_5_1215_a0,ND100_65_5_1215,Chở hành khách vượt quá quy định của toa xe,canonical
ND100_66_2_d_1216_a0,ND100_66_2_d_1216,"Không chấp hành hiệu lệnh, chỉ dẫn khi chạy tàu",canonical
ND100_66_3_b_1217_a0,ND100_66_3_b_1217,Điều khiển tàu chạy vượt quá tín hiệu ngừng,canonical
ND100_66_2_đ_1218_a0,ND100_66_2_đ_1218,"Không có hoặc không đầy đủ cờ, đèn tín hiệu, pháo, chèn trên đầu máy khi lên ban",canonical
ND100_66_3_a_1219_a0,ND100_66_3_a_1219,Dừng tàu không đúng quy định không có lý do chính đáng,canonical
ND100_66_3_c_1220_a0,ND100_66_3_c_1220,Điều khiển tàu chạy quá tốc độ quy định đến 10 km/h,canonical
ND100_66_4_1221_a0,ND100_66_4_1221,Chạy quá tốc độ quy định từ trên 10 km/h đến 20 km/h,canonical
ND100_66_6_1222_a0,ND100_66_6_1222,Nồng độ cồn vượt mức khi làm nhiệm vụ (Mức 2),canonical
ND100_66_5_a_1223_a0,ND100_66_5_a_1223,Điều khiển tàu chạy quá tốc độ quy định trên 20 km/h,canonical
ND100_66_7_a_1224_a0,ND100_66_7_a_1224,Có nồng độ cồn vượt mức quy định khi làm nhiệm vụ,canonical
ND100_66_5_b_1225_a0,ND100_66_5_b_1225,Lái tàu có nồng độ cồn khi làm nhiệm vụ nhưng chưa tới mức vi phạm nghiêm trọng,canonical
ND100_66_7_c_1226_a0,ND100_66_7_c_1226,Có chất kích thích bị cấm trong cơ thể khi làm nhiệm vụ,canonical
ND100_66_8_b_1227_a0,ND100_66_8_b_1227,"Thực hiện hành vi quy định tại khoản 5 Điều 66 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển tàu chạy quá tốc độ quy định của Công lệnh tốc độ trên 20 km/h; Khi làm nhiệm vụ mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.)",canonical
ND100_66_7_b_1228_a0,ND100_66_7_b_1228,"Không chấp hành yêu cầu kiểm tra nồng độ cồn, chất kích thích",canonical
ND100_66_8_c_1229_a0,ND100_66_8_c_1229,"Thực hiện hành vi quy định tại khoản 6 Điều 66 Nghị định số 100/2019/NĐ-CP (Cụ thể: khi làm nhiệm vụ mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở)",canonical
ND100_66_8_a_1230_a0,ND100_66_8_a_1230,"Thực hiện hành vi quy định tại khoản 3, khoản 4 Điều 66 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển tàu chạy vượt quá tín hiệu ngừng; Dừng tàu không đúng quy định mà không có lý do chính đáng; Điều khiển tàu chạy quá tốc độ quy định của Công lệnh tốc độ đến 10 km/h; điều khiển tàu chạy quá tốc độ quy định của Công lệnh tốc độ trên 10 km/h đến 20 km/h)",canonical
ND100_67_1_a_1231_a0,ND100_67_1_a_1231,Không tổ chức kiểm tra sức khỏe cho nhân viên đường sắt trực tiếp phục vụ chạy tàu,canonical
ND100_67_1_b_1232_a0,ND100_67_1_b_1232,"Không tổ chức kiểm tra, sát hạch nghiệp vụ định kỳ hàng năm đối với nhân viên đường sắt",canonical
ND100_66_8_d_1233_a0,ND100_66_8_d_1233,"Thực hiện hành vi quy định tại khoản 7 Điều 66 Nghị định số 100/2019/NĐ-CP (Cụ thể: Khi làm nhiệm vụ mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở; Khi làm nhiệm vụ mà trong cơ thể có chất kích thích khác mà pháp luật cấm sử dụng.; Không chấp hành yêu cầu kiểm tra về nồng độ cồn, chất kích thích khác mà pháp luật cấm sử dụng của người thi hành công vụ)",canonical
ND100_66_9_1234_a0,ND100_66_9_1234,hành vi vi phạm quy định tại điểm b khoản 2 Điều 66 Nghị định số 100/2019/NĐ-CP (Cụ thể: Chở người không có trách nhiệm hoặc chở hàng hóa trên đầu máy),canonical
ND100_67_2_a_1235_a0,ND100_67_2_a_1235,"Sử dụng nhân viên không có bằng, chứng chỉ, Giấy phép lái tàu phù hợp",canonical
ND100_68_1_a_1236_a0,ND100_68_1_a_1236,"Không bảo đảm điều kiện, tiêu chuẩn đối với cơ sở đào tạo nhân viên đường sắt",canonical
ND100_68_1_b_1237_a0,ND100_68_1_b_1237,"Không thực hiện đúng quy định về đào tạo, cấp bằng, chứng chỉ chuyên môn",canonical
ND100_68_3_1238_a0,ND100_68_3_1238,"hành vi vi phạm quy định tại khoản 1 Điều 68 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không bảo đảm điều kiện, tiêu chuẩn đối với cơ sở đào tạo các chức danh nhân viên đường sắt trực tiếp phục vụ chạy tàu theo quy định; Không thực hiện đúng, đầy đủ quy chế tuyển sinh, nội dung, chương trình đào tạo, quy chế thi, cấp, đổi bằng, chứng chỉ chuyên môn theo quy định.)",canonical
ND100_67_2_b_1239_a0,ND100_67_2_b_1239,Sử dụng nhân viên không đủ tiêu chuẩn sức khỏe,canonical
ND100_68_2_1240_a0,ND100_68_2_1240,"Đào tạo, cấp bằng, chứng chỉ chuyên môn không phép",canonical
ND100_69_2_b_1241_a0,ND100_69_2_b_1241,"Không xây dựng quy trình, mẫu sổ, biện pháp chạy tàu theo quy định",canonical
ND100_69_1_1242_a0,ND100_69_1_1242,"Không niêm yết hoặc niêm yết không đủ Bản trích lục Quy tắc quản lý kỹ thuật ga, trạm",canonical
ND100_70_1_a_1243_a0,ND100_70_1_a_1243,Không bố trí người phụ trách an toàn hoặc bố trí không đủ điều kiện,canonical
ND100_69_2_a_1244_a0,ND100_69_2_a_1244,Không xây dựng Quy tắc quản lý kỹ thuật ga,canonical
ND100_69_2_a_1245_a0,ND100_69_2_a_1245,Không xây dựng Quy trình chạy tàu và công tác dồn,canonical
ND100_69_2_a_1246_a0,ND100_69_2_a_1246,Không xây dựng Quy trình khai thác thiết bị tín hiệu đuôi tàu,canonical
ND100_68_4_1247_a0,ND100_68_4_1247,"hành vi vi phạm quy định tại khoản 2 Điều 68 Nghị định số 100/2019/NĐ-CP (Cụ thể: hành vi đào tạo, cấp bằng, chứng chỉ chuyên môn khi chưa được phép của cơ quan nhà nước có thẩm quyền)",canonical
ND100_70_1_c_1248_a0,ND100_70_1_c_1248,Không bố trí người phụ trách bộ phận an toàn KCHT đường sắt hoặc bố trí không đủ điều kiện,canonical
ND100_70_1_d_1249_a0,ND100_70_1_d_1249,"Không bố trí hoặc bố trí không đủ điều kiện người phụ trách an toàn, quản lý",canonical
ND100_70_2_a_1250_a0,ND100_70_2_a_1250,Không có bộ phận phụ trách công tác an toàn vận tải đường sắt,canonical
ND100_70_2_b_1251_a0,ND100_70_2_b_1251,Không có bộ phận phụ trách công tác an toàn,canonical
ND100_70_1_b_1252_a0,ND100_70_1_b_1252,"Không bố trí người phụ trách an toàn, quản lý doanh nghiệp đủ điều kiện",canonical
ND100_71_1_a_1253_a0,ND100_71_1_a_1253,"Vận chuyển thi hài, hài cốt trái quy định",canonical
ND100_71_1_c_1254_a0,ND100_71_1_c_1254,"Không niêm yết, công bố, công khai hoặc niêm yết không đúng quy định",canonical
ND100_71_1_b_1255_a0,ND100_71_1_b_1255,Vận chuyển động vật sống không đúng quy định,canonical
ND100_70_2_c_1256_a0,ND100_70_2_c_1256,Không có bộ phận phụ trách công tác an toàn kết cấu hạ tầng đường sắt,canonical
ND100_70_2_d_1257_a0,ND100_70_2_d_1257,Không có bộ phận phụ trách công tác an toàn vận tải đường sắt,canonical
ND100_71_3_a_1258_a0,ND100_71_3_a_1258,"Không thực hiện nhiệm vụ vận tải đặc biệt, an sinh xã hội theo yêu cầu",canonical
ND100_71_3_b_1259_a0,ND100_71_3_b_1259,"Không thực hiện đúng quy định về vận tải hàng siêu trường, siêu trọng",canonical
ND100_71_3_c_1260_a0,ND100_71_3_c_1260,"Không thực hiện đúng quy định về xếp, dỡ, vận chuyển hàng nguy hiểm",canonical
ND100_71_2_1261_a0,ND100_71_2_1261,"Không miễn, giảm giá vé hoặc miễn, giảm không đúng quy định",canonical
ND100_71_1_d_1262_a0,ND100_71_1_d_1262,Không thông báo số chỗ còn lại cho hành khách (tàu bán vé điện tử),canonical
ND100_71_3_e_1263_a0,ND100_71_3_e_1263,Không bố trí đủ nhân viên công tác trên tàu,canonical
ND100_71_3_đ_1264_a0,ND100_71_3_đ_1264,Không thực hiện đúng quy định về xếp hàng và gia cố hàng trên toa xe,canonical
ND100_71_3_d_1265_a0,ND100_71_3_d_1265,Không bảo đảm điều kiện sinh hoạt tối thiểu cho hành khách khi vận tải bị gián đoạn,canonical
ND100_71_3_g_1266_a0,ND100_71_3_g_1266,Không xây dựng quy trình tác nghiệp cho nhân viên trên tàu,canonical
ND100_71_4_a_1267_a0,ND100_71_4_a_1267,"Thực hiện hành vi quy định tại điểm a, điểm b khoản 1 Điều 71 Nghị định số 100/2019/NĐ-CP (Cụ thể: Vận chuyển thi hài, hài cốt trái quy định; Vận chuyển động vật sống không đúng quy định)",canonical
ND100_72_2_b_1268_a0,ND100_72_2_b_1268,"Mua, bán vé tàu nhằm mục đích thu lợi bất chính",canonical
ND100_72_2_a_1269_a0,ND100_72_2_a_1269,Bán vé tàu trái quy định,canonical
ND100_72_1_1270_a0,ND100_72_1_1270,Sử dụng vé tàu giả để đi tàu,canonical
ND100_71_4_c_1271_a0,ND100_71_4_c_1271,"Thực hiện hành vi quy định tại điểm b, điểm c, điểm đ khoản 3 Điều 71 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không thực hiện đúng quy định về vận tải hàng siêu trường, siêu trọng; Không thực hiện đúng các quy định về xếp, dỡ, vận chuyển hàng nguy hiểm; Không thực hiện đúng quy định về xếp hàng và gia cố hàng trên toa xe)",canonical
ND100_71_4_b_1272_a0,ND100_71_4_b_1272,"Thực hiện hành vi quy định tại điểm a khoản 3 Điều 71 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không thực hiện các nhiệm vụ vận tải đặc biệt, an sinh xã hội theo yêu cầu của người đứng đầu cơ quan quản lý nhà nước có thẩm quyền theo quy định của pháp luật)",canonical
ND100_72_3_c_1273_a0,ND100_72_3_c_1273,Tàng trữ vé tàu giả,canonical
ND100_72_4_a_1274_a0,ND100_72_4_a_1274,Thực hiện hành vi quy định tại khoản 1 Điều 72 Nghị định số 100/2019/NĐ-CP (Cụ thể: hành vi sử dụng vé tàu giả để đi tàu),canonical
ND100_72_3_b_1275_a0,ND100_72_3_b_1275,Bán vé tàu giả,canonical
ND100_72_3_a_1276_a0,ND100_72_3_a_1276,Vận chuyển vé tàu giả,canonical
ND100_72_4_b_1277_a0,ND100_72_4_b_1277,"Thực hiện hành vi quy định tại điểm b khoản 2 Điều 72 Nghị định số 100/2019/NĐ-CP (Cụ thể: Mua, bán vé tàu nhằm mục đích thu lợi bất chính.)",canonical
ND100_73_1_c_1278_a0,ND100_73_1_c_1278,"Ném đất, đá hoặc vật khác từ trên tàu xuống",canonical
ND100_73_1_a_1279_a0,ND100_73_1_a_1279,"Bán hàng rong trên tàu, dưới ga",canonical
ND100_73_1_b_1280_a0,ND100_73_1_b_1280,Không chấp hành nội quy đi tàu,canonical
ND100_72_4_c_1281_a0,ND100_72_4_c_1281,Thực hiện hành vi quy định tại khoản 3 Điều 72 Nghị định số 100/2019/NĐ-CP (Cụ thể: Tàng trữ vé tàu giả; Bán vé tàu giả; Vận chuyển vé tàu giả),canonical
ND100_72_5_1282_a0,ND100_72_5_1282,"hành vi vi phạm quy định tại khoản 2, khoản 3 Điều 72 Nghị định số 100/2019/NĐ-CP (Cụ thể: Mua, bán vé tàu nhằm mục đích thu lợi bất chính.; bán vé tàu trái quy định; Tàng trữ vé tàu giả; Bán vé tàu giả; Vận chuyển vé tàu giả)",canonical
ND100_73_2_đ_1283_a0,ND100_73_2_đ_1283,Mang động vật sống lên tàu trái quy định,canonical
ND100_73_2_b_1284_a0,ND100_73_2_b_1284,"Đổ, để rác thải sinh hoạt lên phương tiện giao thông đường sắt",canonical
ND100_73_2_d_1285_a0,ND100_73_2_d_1285,"Mang chất cấm vào ga, lên tàu trái quy định",canonical
ND100_73_2_a_1286_a0,ND100_73_2_a_1286,"Gây mất trật tự, an toàn trên tàu, dưới ga",canonical
ND100_73_2_c_1287_a0,ND100_73_2_c_1287,"Mang động vật có dịch bệnh vào ga, lên tàu",canonical
ND100_73_3_1288_a0,ND100_73_3_1288,"Ném gạch, đất, đá, cát hoặc vật thể khác vào tàu",canonical
ND100_74_1_1289_a0,ND100_74_1_1289,các hành vi vi phạm quy định tại Nghị định số 100/2019/NĐ-CP,canonical
ND100_73_4_1290_a0,ND100_73_4_1290,"Đe dọa, xâm phạm sức khỏe của hành khách, nhân viên đường sắt",canonical
ND100_73_2_e_1291_a0,ND100_73_2_e_1291,"Mang thi hài, hài cốt vào ga, lên tàu trái quy định",canonical
ND100_74_2_b_1292_a0,ND100_74_2_b_1292,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: b) Khoản 1, khoản 2, khoản 3, khoản 4, khoản 5 (trừ điểm a khoản 5), khoản 6 (trừ điểm đ khoản 6), khoản 7, điểm a khoản 8 Điều 12 (Cụ thể: Phơi thóc, lúa, rơm, rạ, nông, lâm, hải sản trên đường bộ; đặt máy tuốt lúa trên đường bộ.; Sử dụng, khai thác tạm thời trên đất hành lang an toàn đường bộ vào mục đích canh tác nông nghiệp làm ảnh hưởng đến an toàn công trình đường bộ và an toàn giao thông; Chiếm dụng dải phân cách giữa của đường đôi làm nơi: Bày, bán hàng hóa; để vật liệu xây dựng; Trồng cây trong phạm vi đất dành cho đường bộ làm che khuất tầm nhìn của người điều khiển phương tiện giao thông; Dựng cổng chào hoặc các vật che chắn khác trái quy định trong phạm vi đất dành cho đường bộ gây ảnh hưởng đến trật tự, an toàn giao thông đường bộ; Treo băng rôn, biểu ngữ trái phép trong phạm vi đất dành cho đường bộ gây ảnh hưởng đến trật tự an toàn giao thông đường bộ; Sử dụng đường bộ trái quy định để tổ chức các hoạt động văn hóa, thể thao, diễu hành, lễ hội; Sử dụng trái phép đất của đường bộ ở đoạn đường ngoài đô thị làm nơi sửa chữa phương tiện, máy móc, thiết bị; rửa xe, bơm nước mui xe gây ảnh hưởng đến trật tự an toàn giao thông đường bộ.; Chiếm dụng dải phân cách giữa của đường đôi làm nơi để xe, trông, giữ xe; Chiếm dụng lòng đường đô thị hoặc hè phố dưới 05 m² làm nơi trông, giữ xe; Chiếm dụng phần đường xe chạy hoặc lề đường của đường ngoài đô thị dưới 20 m² làm nơi trông, giữ xe.; Tự ý gắn vào công trình báo hiệu đường bộ các nội dung không liên quan tới ý nghĩa, mục đích của công trình đường bộ; Tự ý đào, đắp, san, lấp mặt bằng trong: Hành lang an toàn đường bộ, phần đất dọc hai bên đường bộ dùng để quản lý, bảo trì, bảo vệ công trình đường bộ; Bày, bán máy móc, thiết bị, vật tư, vật liệu xây dựng hoặc sản xuất, gia công hàng hóa trên lòng đường đô thị, hè phố; Xả nước thải xây dựng từ các công trình xây dựng ra đường phố; Chiếm dụng lòng đường đô thị hoặc hè phố từ 05 m² đến dưới 10 m² làm nơi trông, giữ xe; Sử dụng trái phép đất của đường bộ hoặc hành lang an toàn đường bộ làm nơi tập kết hoặc trung chuyển hàng hóa, vật tư, vật liệu xây dựng, máy móc, thiết bị, các loại vật dụng khác; Chiếm dụng phần đường xe chạy hoặc lề đường của đường ngoài đô thị từ 20 m² trở lên làm nơi trông, giữ xe.; hành vi chiếm dụng lòng đường đô thị hoặc hè phố từ 10 m² đến dưới 20 m² làm nơi trông, giữ xe; Chiếm dụng lòng đường đô thị hoặc hè phố từ 20 m² trở lên làm nơi trông, giữ xe)",canonical
ND100_74_2_a_1293_a0,ND100_74_2_a_1293,các hành vi vi phạm quy định tại Điều 5 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_a_1294_a0,ND100_74_2_a_1294,các hành vi vi phạm quy định tại Điều 6 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_a_1295_a0,ND100_74_2_a_1295,các hành vi vi phạm quy định tại Điều 7 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_a_1296_a0,ND100_74_2_a_1296,các hành vi vi phạm quy định tại Điều 8 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_a_1297_a0,ND100_74_2_a_1297,các hành vi vi phạm quy định tại Điều 9 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_a_1298_a0,ND100_74_2_a_1298,các hành vi vi phạm quy định tại Điều 10 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_a_1299_a0,ND100_74_2_a_1299,các hành vi vi phạm quy định tại Điều 11 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_c_1300_a0,ND100_74_2_c_1300,hành vi vi phạm quy định tại Khoản 1 Điều 13 của Nghị định số 100/2019/NĐ-CP (Cụ thể: thực hiện hành vi thi công trên đường bộ đang khai thác không treo biển báo thông tin công trình hoặc treo biển báo thông tin không đầy đủ nội dung theo quy định),canonical
ND100_74_2_c_1301_a0,ND100_74_2_c_1301,"hành vi vi phạm quy định tại điểm b, điểm c, điểm d khoản 2 Điều 13 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Không bố trí người hướng dẫn, điều khiển giao thông khi thi công ở chỗ đường hẹp hoặc ở hai đầu cầu, cống, đường ngầm đang thi công theo đúng quy định; Để vật liệu, đất đá, phương tiện thi công ngoài phạm vi thi công gây cản trở giao thông; Không thu dọn ngay các biển báo hiệu, rào chắn, phương tiện, vật dụng thi công, các vật liệu khác hoặc không hoàn trả phần đường (gồm lòng đường, lề đường, hè phố), phần đất dọc hai bên đường bộ dùng để quản lý, bảo trì, bảo vệ công trình đường bộ, hành lang an toàn đường bộ theo nguyên trạng khi thi công xong.)",canonical
ND100_74_2_c_1302_a0,ND100_74_2_c_1302,hành vi vi phạm quy định tại điểm b khoản 3 Điều 13 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Thi công trên đường bộ đang khai thác không có biện pháp bảo đảm an toàn giao thông thông suốt để xảy ra ùn tắc giao thông nghiêm trọng.),canonical
ND100_74_2_c_1303_a0,ND100_74_2_c_1303,"hành vi vi phạm quy định tại điểm a khoản 4 Điều 13 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Thi công trên đường bộ đang khai thác có bố trí biển báo hiệu, cọc tiêu di động, rào chắn nhưng không đầy đủ theo quy định; không đặt đèn đỏ vào ban đêm tại hai đầu đoạn đường thi công;)",canonical
ND100_74_2_c_1304_a0,ND100_74_2_c_1304,"hành vi vi phạm quy định tại điểm b, điểm c khoản 5 Điều 13 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Thi công trên đường bộ đang khai thác không thực hiện đầy đủ các biện pháp bảo đảm an toàn giao thông theo quy định để xảy ra tai nạn giao thông)",canonical
ND100_74_2_h_1305_a0,ND100_74_2_h_1305,"Các hành vi vi phạm quy định tại: Điểm a, điểm b, điểm c, điểm d, điểm e khoản 1; điểm a khoản 2; điểm a, điểm b, điểm c khoản 3; điểm d khoản 4; khoản 8 Điều 37 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Giáo viên dạy thực hành để học viên không có phù hiệu “Học viên tập lái xe” lái xe tập lái hoặc có phù hiệu nhưng không đeo khi lái xe tập lái; Giáo viên dạy thực hành chở người, hàng trên xe tập lái trái quy định; Giáo viên dạy thực hành chạy sai tuyến đường trong Giấy phép xe tập lái; không ngồi bên cạnh để bảo trợ tay lái cho học viên thực hành lái xe (kể cả trong sân tập lái và ngoài đường giao thông công cộng); Không đeo phù hiệu “Giáo viên dạy lái xe” khi giảng dạy; Giáo viên dạy thực hành không mang theo Giấy phép xe tập lái hoặc mang theo Giấy phép xe tập lái đã hết giá trị sử dụng.; Sử dụng xe tập lái không có mui che mưa, nắng; không có ghế ngồi gắn chắc chắn trên thùng xe cho người học theo quy định; Cơ sở đào tạo lái xe không bố trí giáo viên dạy thực hành ngồi bên cạnh để bảo trợ tay lái cho học viên thực hành lái xe; bố trí giáo viên không đủ tiêu chuẩn để giảng dạy; sử dụng xe tập lái không có “Giấy phép xe tập lái” hoặc có nhưng hết hạn, không gắn biển xe ""Tập lái"" trên xe theo quy định, không ghi tên cơ sở đào tạo, số điện thoại ở mặt ngoài hai bên cánh cửa hoặc hai bên thành xe theo quy định; sử dụng xe tập lái không trang bị thêm bộ phận hãm phụ hoặc có nhưng không có tác dụng; Cơ sở đào tạo lái xe bố trí số lượng học viên tập lái trên xe tập lái vượt quá quy định)",canonical
ND100_74_2_e_1306_a0,ND100_74_2_e_1306,Khoản 1 Điều 28 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_e_1307_a0,ND100_74_2_e_1307,khoản 2 Điều 28 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_e_1308_a0,ND100_74_2_e_1308,khoản 3 Điều 28 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_e_1309_a0,ND100_74_2_e_1309,"điểm a, điểm b, điểm c, điểm d, điểm đ, điểm e, điểm p, điểm q khoản 4 Điều 28 của Nghị định số 100/2019/NĐ-CP",canonical
ND100_74_2_e_1310_a0,ND100_74_2_e_1310,khoản 5 Điều 28 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_2_e_1311_a0,ND100_74_2_e_1311,"điểm d, điểm đ, điểm e, điểm i, điểm m, điểm n, điểm o, điểm p, điểm q khoản 6 Điều 28 của Nghị định số 100/2019/NĐ-CP",canonical
ND100_74_2_e_1312_a0,ND100_74_2_e_1312,"điểm a, điểm b, điểm c, điểm h, điểm i khoản 7 Điều 28 của Nghị định số 100/2019/NĐ-CP",canonical
